"Missing?","GARDENID","2002 Settlement Decision","Current Name","Address","Fixed Address","Borough","Latitude","Longitude","Zip","Geocode Accuracy","Boro","CB","CD","Neighborhood","CrossStreets","YearFounded","Open_Hours","Approximate area or dimensions of garden (for example, 25 ft. x 100 ft or 2500 sq. ft.):","Garden Website","Languages_Spoken","Membership","NumberOfMembers","Waiting_List","Dues","Description","DescripSource","BeforeTheGarden","Land Jurisdiction","Grows Food","PercentEdible","Used by growers","Donated","Sold","Sold at a Market","OtherFoodUse","Tomato","Onion","Radish","Summer Squash","Winter Squash","Cucumber","Broccoli","Bitter Melon","Beet","Honeydew","Cantaloupe","Sweet Peppers","Jalapeño","Habañero","Cayenne","Turnip","Pumpkin","Carrot","Garlic","Parsnip","Potato","Artichoke","Asparagus","Cabbage","Brussell Sprouts","Cauliflower","Celery","Beans","Eggplant","Peas","Scallion","Hardy Kiwi","Grape","Currant","Elderberry","Blackberry","Gooseberry","Strawberry","Blueberry","Rhubarb","Watermelon","Raspberry","Corn","OtherVeggie","Amaranth","Arugula","Bok Choy","Chard","Collard","Endive","Kale","Lamb's Quarters","Lettuce","Mache","Spinach","Mesclun","Other (please specify)","Peach","Cherry","Apple","Apricot","Nectarine","Mulberry","Plum","Fig","Pear","Crabapple","OtherFruitTree","Basil","Chamomile","Chive","Comfrey","Cilantro","Dill","Echinacea","Epazote","Fennel","Horseradish","Lavender","Lemongrass","Lleva buena","Marjoram","Mint","Oregano","Parsley","Sage","Thyme","OtherHerb","Shade Trees","Ornamental Plantings and Flowers","Botanical Garden","Shrubs","Native Plant Garden","Water Garden","OtherNonEdible","CurrentCompost","PastCompost","FutureCompost","CompostNotes","CompostGardenMembersOnly","CompostGardenMembers & neighborhood residents","CompostPublic","CompostParticipationNotes","Toolshed","Greenhouse or Hoop House","Chicken Coop","Seating Area","Gazebo/Casita","Educational Signs","Raised Beds","Rainwater Catchment System","Pathways","Grill","Playground","Mural","Table(s)","Sculpture(s)","Stage","CompostingToilet","OtherStructures","Fence","OtherFence","Pond","Water Pump","Fish","Other Aquatic Life","OtherWaterBody","ConstructionNotes","Workshops","Arts & Crafts","Movies","Picnics","Performance","Educational Events","Barbecues","Concerts","Sports","Religious Activities","Private Events","Farmers' Markets","NoEvents","OtherEvents","CanRent","Members only (no non-members can rent garden)","Members and non-members can rent","Reservation only","Reservation & rental fee","InformalRent","If there is a rental fee, please indicate flat/hourly rate:","PartnersWSchool","Please list any partnering schools:","School garden/plot","School Educational events","School Regular visits by classes","In-school workshops","School Nothing yet, but we would like to","SchoolNotes","PartnersWCommGrp","Comm Garden workshops","Comm Off-site workshops","Comm Educational events","Comm Nothing yet, but we would like to","CommOther","PartnerGroup","HostsVolunteers","RandomNotes"
TRUE,662,"This Garden not included in Settlement","Powell St. Garden - Livonia","N/E/C Powell St. & Livonia Ave.","Powell St & Livonia Ave","Brooklyn",40.663551,-73.901871,11212,"Fixed by Eric",3,16,42,"Brownsville",,,"M-Sun 7:00-11:00am, 5:00-7:30pm",,,,"attend a meeting and get on waiting list",7,"yes","Yes","No description available",,,"NYC Dept. of Parks & Recreation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,458,"Offer for Preservation","Powell Street Block Association- Powell St","633 Powell St.","633 Powell St.","Brooklyn",40.658467,-73.901048,11212,"RANGE_INTERPOLATED",3,16,42,"Brownsville",,,"M-F, Sun 12:00-3:00pm, Sat 12:00-5:00pm",,,,"attend a meeting, get on waiting list, speak to contact person and work a certain number of hours",5,"yes","no","No description available",,,"NYC Dept. of Parks & Recreation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,383,"NYC Dept. of Parks & Recreation Open Space","Powers Street Garden","276-278 Powers Street","276-278 Powers Street","Brooklyn",40.712941,-73.939763,11211,"RANGE_INTERPOLATED",3,1,34,"Williamsburg",,,"Open hours sign",,,,"attend a meeting and speak to contact person",15,"no","no","No description available",,,"NYC Dept. of Parks & Recreation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,23,"Offer for Preservation","Preston Community Garden","1711 Park Place","1711 Park Place","Brooklyn",40.671785,-73.919792,11233,"RANGE_INTERPOLATED",3,16,41,"Brownsville",,,"F, Sat 10:00am-2:00pm",,,,"speak to contact person",3,"no","no","No description available",,,"NYC Dept. of Parks & Recreation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,667,"NYC Dept. of Parks & Recreation Open Space","Project Eden","Corner. of Kessel St. & Yellowstone Blvd.","Kessel St. & Yellowstone Blvd.","Queens",40.716454,-73.857777,11374,"Fixed by Eric",4,6,29,"Forest Hills","KESSEL ST. & YELLOWSTONE BLVD.",1992,"MTWR 11am-5pm","25X40",,"Spanish","Call the phone number on our sign ",10,"Yes","Yes","A garden dedicated to beautification and vegetables. Has a vertical garden.","GrowNYC Community Garden Survey 2009/2010"," Vacant lot and dump","NYC Dept. of Parks & Recreation","Yes","0-25%","Used by growers",,,,,"Tomato","Onion","Radish","Summer Squash",,"Cucumber","Broccoli",,,,,"Sweet Peppers","Jalapeño",,,,,,,,,,,"Cabbage",,,,"Beans",,,,,,,,,,,,,,"Raspberry",,,,"Arugula",,"Chard",,,"Kale",,"Lettuce",,,"Mesclun",,,,,,,,,,,,,"Basil",,"Chive",,"Cilantro","Dill",,,,,"Lavender","Lemongrass",,,"Mint","Oregano","Parsley","Sage","Thyme",,,"Ornamental Plantings and Flowers","Botanical Garden","Shrubs",,,,"No","Yes","No",,,,,,,,,"Seating Area","Gazebo/Casita",,"Raised Beds",,"Pathways","Grill",,,"Table(s)",,,,"TOOL BOXES","Wood & Wire",,,,,,,,,,,"Picnics",,,"Barbecues",,,,,,,,"No",,,,,,,"No",,,,,,,,"No",,,,,,,"No",
TRUE,5059,,"Prophecy Garden Church of God","67-69 Malta Street","67-69 Malta Street","Brooklyn",40.659114,-73.895020,11207,"ROOFTOP",3,5,42,"East New York",,,,,,,,0,,,,,,"NYC Dept. of Parks & Recreation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,1062,"Offer for Preservation","Prospect Heights Community Farm","252-256 St. Marks Avenue","252-256 St. Marks Avenue","Brooklyn",40.677975,-73.967581,11238,"ROOFTOP",3,8,35,"Prospect Heights","Vanderbilt and Underhill",1996,"T,W: 4-6PM, Th,F: 5-7PM, Sat/Sun: 12-6PM","6,922 sq. ft.","http://www.phcfarm.org","English, French, Japanese, Portuguese","Attend any meeting for orientation & sign up",112,"yes","yes","The ""farm"" is a large garden with a communal park-like front area and 30 raised beds cultivated by a diverse group of gardeners. Winding paths lead through the garden and up steps, past retaining walls. We are so fortunate to have such a beautiful garden. Old members get along with new. We consider ourselves stewards of the land and stress a responsibility and accountability to the public. One of our gardeners loves to tell people, ""It doesn't ""take a village,"" it takes a garden."" Another says, ""'Garden' is a verb."" Greening our urban environment is what it's all about, and our tomatoes are excellent!","GrowNYC Community Garden Survey 2009/2010","Burned-down building","TPL","Yes","26-50%","Used by growers","Donated",,,,"Tomato","Onion","Radish","Summer Squash","Winter Squash","Cucumber","Broccoli",,"Beet",,"Cantaloupe","Sweet Peppers","Jalapeño",,"Cayenne","Turnip","Pumpkin","Carrot","Garlic","Parsnip","Potato","Artichoke",,"Cabbage","Brussell Sprouts",,,"Beans","Eggplant","Peas","Scallion",,,,"Elderberry","Blackberry","Gooseberry","Strawberry","Blueberry","Rhubarb","Watermelon","Raspberry",,"a passionfruit that hasn't fruited in years","Amaranth","Arugula",,"Chard","Collard",,"Kale",,"Lettuce","Mache","Spinach","Mesclun",,1,,1,,,,,1,,,"amalanchier serviceberry","Basil","Chamomile","Chive","Comfrey","Cilantro","Dill","Echinacea",,"Fennel","Horseradish","Lavendar","Lemongrass",,"Marjoram","Mint","Oregano","Parsley","Sage","Thyme","Horehound, Saffron, Vietnamese Coriander","Shade Trees","Ornamental Plantings",,"Shrubs","Native Plant Garden",,,"Yes",,"Yes","7 Bins",,,"Public","We have special winter hours for composting","Toolshed",,,"Seating Area",,,"Raised Beds","Rainwater Catchment","Pathways","Grill",,,"Table(s)",,,,,"Iron",,,,,,,"We want a greenhouse, and we are fundraising for a bat house & cold frames","Workshops",,,"Picnics","Performance","Educational Events","Barbecues",,,,,,,,"No",,,,,,,"Yes","PS 9, BB6 Summer Camp, PS 22, any school that asks",,,"Regular Visits","In-school workshops",,"Bats!","Yes",,,,,"Tree well maintenance group","Tree well maintenance group, WAPHA Washington Avenue business assoc., Vanderbilt merchants assoc.","Yes","We really need a greenhouse for our outreach work in tree wells, our plant sale, and our garden members. We are trying to get gardeners to garden all year long!"
FALSE,995,"Subject to Development","Pueblo Unido Garden","1659 Madison Avenue","1659 Madison Avenue","Manhattan",40.796391,-73.947109,10029,"ROOFTOP",1,11,8,"East Harlem","111st st. and 110th st.",1995,,,,"English, Italian","Call the phone number on our sign ",10,"No","No","This garden has a variety of plants - fruits, peaches, grapes, strawberries, many flowering plants and herb plants like basil, parsley, and others. The location is ideal, the compliments we receive on the upkeep of the garden is a unique aspect. Some refer to it as a piece of Puerto Rico, it's pleasant atmosphere and plants portray this.","GrowNYC Community Garden Survey 2009/2010"," Vacant Lot ","NYC Dept. of Parks & Recreation","Yes","26-50%",,"Donated",,,,"Tomato",,,,,"Cucumber",,,,,,,"Jalapeño",,,,"Pumpkin","Carrot",,,,,,,,,,"Beans","Eggplant","Peas",,,"Grape",,,,,"Strawberry",,,,"Raspberry",,,,,,,"Collard",,"Kale",,,,,,,1,,,,,,,,,,,"Basil",,,,"Cilantro",,,"Epazote",,,,,"Lleva buena","Marjoram","Mint","Oregano","Parsley","Sage",,,,,"Botanical Garden",,,,,"No","No","No",,,,,,,,,"Seating Area","Gazebo/Casita","Educational Signs",,"Rainwater Catchment System","Pathways","Grill","Playground",,"Table(s)",,,,,"Chain Link",,,,,,,,,,,,,"Educational Events","Barbecues",,"Sports","Religious Activities",,,,,"No",,,,,,,"Yes",,,,"Regular visits by classes","In-school workshops",,"planting seeds, putting up a scare crow","Yes",,,,,,,"Yes",
FALSE,60,,"Radcliff Avenue Garden","52-02 102nd Street","52-02 102nd Street","Queens",40.741794,-73.859820,11368,"RANGE_INTERPOLATED",4,4,25,,"102nd Street & Radcliff Avenue",1979,"MTWRF 10am-6pm, SSu 9am-7pm","50 ft. x 100 ft.",,"English, Spanish","Call the phone number on our sign ",20,"No","No","The site was proposed for a High School which was never built. Currently the garden produces a variety of vegtables.","GrowNYC Community Garden Survey 2009/2010"," Vacant Lot ","Unknown","Yes","51-75%","Used by growers","Donated",,,,"Tomato","Onion",,"Summer Squash","Winter Squash","Cucumber",,,,,,"Sweet Peppers",,,,,,"Carrot","Garlic",,,,,,,"Cauliflower",,"Beans","Eggplant","Peas","Scallion",,,,,,,,,,"Watermelon",,,,,"Arugula",,,,,,,"Lettuce",,"Spinach",,,,,,,,,,,,,,"Basil",,,,,,,,"Fennel",,,,,,,"Oregano","Parsley",,,,,,,,,,,"Maybe/Uncertain","Maybe/Uncertain","Yes",,"Garden members only",,,,,,,,,,"Raised Beds","Rainwater Catchment System",,,,,,,,,,"Iron",,,,,,,,,,,,,,,,,,,,"None",,"No",,,,,,,"No",,,,,,,,"No",,,,,,,"No",
FALSE,386,"NYC Dept. of Parks & Recreation Open Space","Rainbow Block Association","379 E. 159th Street","379 E. 159th Street","Bronx",40.823323,-73.915027,10451,"ROOFTOP",2,3,17,"Melrose","Melrose & Courtlandt",1988,"F 3pm-7pm, SSu 11am-7pm",,,"Arabic, Chinese, English, Spanish","Just come in and ask",30,"No","No",,"GrowNYC Community Garden Survey 2009/2010","Abandoned Building, Housing","NYC Dept. of Parks & Recreation","Yes","26-50%","Used by growers",,,,,"Tomato",,,"Summer Squash",,"Cucumber",,,,,"Cantaloupe",,,,,,"Pumpkin",,,,,,,,,,,,,,,,"Grape",,,,,"Strawberry",,,,,"Corn",,,,,,,,,,"Lettuce",,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,"Mint",,,,,,"Shade Trees",,,,,,,"No","No","Yes",,,,,,"Toolshed",,,"Seating Area",,,"Raised Beds","Rainwater Catchment System","Pathways","Grill",,,"Table(s)",,,,,"Chain Link",,,,,,,,,,,"Picnics",,,"Barbecues",,,,,,,,"No",,,,,,,"No",,,,,,,,"No",,,,,,,"No",
TRUE,532,"This Garden not included in Settlement","Ralph-Lincoln Service Center","1652-1654 St. John's Place","1652-1654 St. John's Place","Brooklyn",40.669888,-73.923102,11233,"ROOFTOP",3,8,41,"North Crown Heights",,,"M-F: 10-6PM",,,"Spanish","attend a meeting and speak to contact person",10,"no","no","Garden is located on a mixed residential and communicable block. Garden is available for local residents to sit in a quiet  environment, and enjoy the beauty of the shrubs and trees.","New York City Community Gardens Neighborhood Directory Second Edition, Winter 2002",,"TPL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,291,"Offer for Preservation","Randall Community Garden (Taylor Soundview Block Association)","Triangle of Randall, Soundview, and Thieriot","Randall Ave and Soundview Ave","Bronx",40.816976,-73.861470,10473,"Fixed by Eric",2,9,18,"Clason Point",,,"Mon-Fri:11-1PM",,,"Spanish","attend a meeting and speak to contact person",24,"yes","no","Triangular trees, flowers, vegetables, open areas","gardener",,"NYC Dept. of Parks & Recreation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,852,"Offer for Preservation","Red Gate Garden","604 Marcy Avenue","604 Marcy Avenue","Brooklyn",40.693719,-73.949186,11206,"ROOFTOP",3,3,36,"Bed-Stuy","Marcy Ave & Hart St.",1992,"TWRFS 9am-3pm",,,"English, Spanish, Swahili","volunteer at the garden",50,"No","No","To plant fruits and veggies, flowers. Decorate for Halloween. BBQs. We also have a Christmas tree.","GrowNYC Community Garden Survey 2009/2010","Abandoned Building  ","NYC Dept. of Parks & Recreation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,5069,,"Red Hook Community Farm","558 Columbia Street","558 Columbia Street","Brooklyn",40.672429,-74.009834,11231,"ROOFTOP",3,6,38,"Red Hook","Columbia and Beard",2003,"MTWRFSSu 8am-8pm","2.75 acres","http://www.added-value.org","English","Red Hook Community farm is not a member based organization. To volunteer go to our website and sign up.",10,"No","No","In the spring of 2001, Added Value convened a group of local youth, neighborhood leaders, community based organizations and regional institutions to form our Community Advisory Committee (CAC). Guided through a participatory planning process by Heifer International, the Committee developed a vision and outlined a plan to address food insecurity, unemployment, and the alienation of youth from the Red Hook community. Since then, we have developed a youth lead movement for local food security, opened two farmers' markets, an urban CSA, and developed a 2.75 acre farm in Red Hook and piloted a number of Food and Farm Based Learning Initiatives (FFBL). In August 2003, Added Value partnered with the New York City Department of Parks and Recreation to transform an entire city block from a dilapidated playground into a center for urban agriculture. Now Red Hook Community Farm is a vibrant community resource where young and old work, study and grow together as they sow, nurture and harvest plants on a 2.75 acre urban farm. It is an intergenerational community space that serves as an experiential educational environment for youth, adults and our senior citizens. It provides sustenance to residents, creates meaningful work for neighborhood teens, generates thousands of dollars of economic activity and improves community food security. Since opening Red Hook Community Farm (RHCF) in 2005 we have worked closely with our local elementary schools, Public School 27 (PS27), the Brooklyn New School (BNS) and Public School 15 (PS15), to first pilot, then implement a number of FFBLs including our Farm-To-Classroom program and our Seed-to-Salad projects. ","GrowNYC Community Garden Survey 2009/2010","Park, Playground","NYC Dept. of Parks & Recreation","Yes","76-100%","Used by growers","Donated","Sold","Sold at a Market",,"Tomato","Onion","Radish","Summer Squash","Winter Squash","Cucumber","Broccoli","Bitter Melon","Beet","Honeydew","Cantaloupe","Sweet Peppers","Jalapeño","Habañero","Cayenne","Turnip",,"Carrot","Garlic","Parsnip","Potato",,,"Cabbage",,"Cauliflower",,"Beans","Eggplant","Peas","Scallion",,,,,,,"Strawberry",,"Rhubarb","Watermelon",,,"Okra","Amaranth","Arugula","Bok Choy","Chard","Collard","Endive","Kale","Lamb's Quarters","Lettuce","Mache","Spinach","Mesclun",,,,,,,,,,,,,"Basil","Chamomile","Chive",,"Cilantro","Dill","Echinacea",,"Fennel",,"Lavender",,,,"Mint","Oregano","Parsley","Sage","Thyme",,,"Ornamental Plantings and Flowers",,,"Native Plant Garden",,,"Yes","Yes","Yes",,,,"Public",,"Toolshed","Greenhouse or Hoop House",,"Seating Area",,"Educational Signs","Raised Beds",,"Pathways","Grill",,,"Table(s)",,,,,"Chain Link",,,,,,,,"Workshops","Arts & Crafts","Movies","Picnics","Performance","Educational Events","Barbecues","Concerts",,,"Private Events","Farmers' Markets",,,"Yes",,,,,,"Contact Farm Manager for info","Yes","PS 15, PS 27, BCS, BNS, PS 29, PS 321","School garden/plot","Educational events","Regular visits by classes","In-school workshops",,,"Yes",,,"Educational events","Nothing yet, but we would like to",,"Red Hook Initiative, Red Hook Senior Center, Good SHephard Social Services, The Gowanus Canal Community Development Corporation, the King Street Block Association, The Lower East Side Girls Club, Red Hook East Tenants Association, The Red Hook Initiative, The Red Hook Public Library, The Red Hook Public Safety Corps, The Red Hook Seniors Center, Red Hook West Tenants Association, The South Brooklyn Community Health Center, and The South Brooklyn Industrial Development Corporation.","Yes",
TRUE,876,"Offer for Preservation","Red Shed Garden (GREC)","266 Skillman Avenue","266 Skillman Avenue","Brooklyn",40.716282,-73.940323,11211,"RANGE_INTERPOLATED",3,1,34,"Williamsburg",,,"Sun 12:00-6:00pm",,"http://www.grecgarden.org","Spanish","speak to contact person",60,"no","no","No description available",,,"NYC Dept. of Parks & Recreation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,701,"Offer for Preservation","Relaxation Garden (Suen Dragon Garden)","209 Avenue B","209 Avenue B","Manhattan",40.728530,-73.978365,10009,"ROOFTOP",1,3,2,"East Village",,,"M-F: 12-1PM",,,,,0,"no","no","No description available",,,"NYC Dept. of Parks & Recreation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,768,"NYC Dept. of Parks & Recreation Open Space","Rev. Linnette C. Willianson Memorial Park","65 W. 128th St.","65 W. 128th St.","Manhattan",40.809451,-73.942928,10027,"ROOFTOP",1,10,9,"West Harlem",,,"M-Sun 9:00am-5:00pm",,,,"speak to contact person",0,"yes","no","No description available",,,"NYC Dept. of Parks & Recreation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,5109,"NYC Dept. of Parks & Recreation Open Space","Riley-Levin Children's Garden (NYRP)","Harlem River Drive/Dyckman St.","Harlem River Drive/Dyckman St.","Manhattan",40.859163,-73.922697,10034,"Fixed by Eric",1,12,10,,"10th Ave","Unknown","M 8am-10am, T 6pm-8pm, S 10am-2pm",,"http://www.nyrp.org/Parks_and_Gardens/Community_Gardens.aspx","English, Spanish","Call the phone number on our sign ",300,"No",,"For detailed information on this NYRP community garden, please visit www.nyrp.org/Parks_and_Gardens/Community_Gardens.aspx","GrowNYC Community Garden Survey 2009/2010","Park","NYRP","Yes","51-75%","Used by growers","Donated",,,,"Tomato",,,"Summer Squash",,,,,,,,"Sweet Peppers",,,,,,,,,,,,,,,,"Beans",,,,,,,,,,"Strawberry","Blueberry",,,"Raspberry",,,,,,"Chard","Collard",,,,,,"Spinach",,,3,,,,,,,,,,,"Basil",,,,,,,,,,,,,,,,,,,,"Shade Trees","Ornamental Plantings and Flowers",,"Shrubs",,,,"Yes","Yes","Yes",,,,"Public",,,,,"Seating Area",,"Educational Signs",,,"Pathways",,,,,,,,,"Iron",,"Pond",,,,,,"Workshops","Arts & Crafts",,"Picnics",,"Educational Events",,,"Sports",,,,,,"No",,,,,,,"Yes","ps 5","School garden/plot","Educational events","Regular visits by classes","In-school workshops",,,"Yes","Garden workshops",,"Educational events",,,,"Yes",
FALSE,234,"This Garden not included in Settlement","RING Garden - Riverside Inwood Neighborhood Garden","1835 Riverside Dr.","1835 Riverside Dr.","Manhattan",40.851731,-73.942077,10033,"RANGE_INTERPOLATED",1,12,7,"Inwood","Broadway and Dyckman-200 street",1984,,"30X80'","http://www.geography.hunter.cuny.edu/~mclarke/RING.htm","English, Korean","Call the phone number on our sign, attend garden meetings, sign up on website","unknown","No","Yes","Ornamental Flowers and trees in a street triangle surrounded by busy streets. A great little oasis from the hustle and bustle. We have a 1000 gallon Koi and goldfish pond.","GrowNYC Community Garden Survey 2009/2010"," Vacant Lot ","NYC Dept. of Parks & Recreation","No","0-25%",,,,,"None grown",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Basil",,,,,"Dill",,,"Fennel",,"Lavender",,,"Marjoram","Mint","Oregano","Parsley","Sage","Thyme",,"Shade Trees","Ornamental Plantings and Flowers","Botanical Garden","Shrubs",,"Water Garden",,"Yes","Yes","Yes",,,"Garden members & neighborhood residents",,,"Toolshed",,,"Seating Area",,,"Raised Beds",,"Pathways",,,,"Table(s)","Sculpture(s)",,,,"Iron",,"Pond","Water Pump","Fish",,,,"Workshops","Arts & Crafts",,,"Performance",,"Barbecues","Concerts",,,"Private Events",,,,"Yes",,"Members and non-members","Reservation only",,,,"Yes","Our Lady Queen of Martyrs Arden Street NY",,"Educational events","Regular visits by classes",,,,"No",,,,,,,"Yes",
FALSE,227,"Offer for Preservation","Risse Street Community Garden","2 Risse Street","2 Risse Street","Bronx",40.850101,-73.866249,,"Fixed by Eric (9/8)",2,7,11,,"Jerome Ave, Moshulu Pkwy, and Risse Street",2004,,"1/2 acre",,"Chinese, English, Spanish","Contact GreenThumb for garden contact info: (212) 788-8083",15,,"No","Small garden with numerous plots, trees, shrubs. Started by science teacher at P.S. 51. Island of beauty surrounded by streets.","GrowNYC Community Garden Survey 2009/2010","Park","NYC Dept. of Parks & Recreation","Yes","26-50%","Used by growers",,,,,"Tomato",,,,,"Cucumber","Broccoli",,,,,"Sweet Peppers","Jalapeño",,,,,,,,,,,,,,,,"Eggplant","Peas",,,,,,,,,,,,,,,,,"Bok Choy",,,,"Kale",,"Lettuce",,"Spinach",,,,,,,,,,,,,,"Basil",,,,,,,,,,,"Lemongrass",,,,,,,,,"Shade Trees","Ornamental Plantings and Flowers",,"Shrubs",,,,"Yes",,,,"Garden members only",,,,,,,"Seating Area",,,"Raised Beds",,"Pathways",,,,,,,,,"Iron",,,,,,,,,,,"Picnics",,,,,,,,,,,"No",,,,,,,"Yes","P.S. 51","School garden/plot",,"Regular visits by classes","In-school workshops",,,"No",,,,,,,"No",
FALSE,5110,,"River Garden","1090 E. 180th St","1090 E. 180th St","Bronx",40.842116,-73.876317,10460,"RANGE_INTERPOLATED",2,6,15,,,1980,"F 3pm-7pm, SSu 11am-7pm",,,"English, Spanish","Call the phone number on our sign ",30,"No","No","Some members have been there since 1980. The garden brings peace to the gardeners and large community. The garden is mostly for growing food in family plots with a beautification area in the center.","GrowNYC Community Garden Survey 2009/2010"," Vacant Lot ","NYC Dept. of Parks & Recreation","Yes","51-75%","Used by growers",,,"Sold at a Market",,"Tomato","Onion","Radish","Summer Squash","Winter Squash","Cucumber","Broccoli",,"Beet",,"Cantaloupe","Sweet Peppers","Jalapeño",,,"Turnip","Pumpkin","Carrot","Garlic",,"Potato",,,"Cabbage",,,"Celery","Beans","Eggplant","Peas","Scallion",,"Grape",,,,,"Strawberry",,,,,"Corn",,,,"Bok Choy",,"Collard",,"Kale",,"Lettuce",,"Spinach",,,1,,2,1,,,,,,,,"Basil",,,,,"Dill",,,,,"Lavender",,,,"Mint","Oregano","Parsley","Sage","Thyme",,,"Ornamental Plantings and Flowers",,"Shrubs",,,,"Yes",,,,"Garden members only",,,,"Toolshed",,,"Seating Area",,,"Raised Beds",,"Pathways","Grill",,,,,,,,"Chain Link",,,,,,,,"Workshops",,,"Picnics",,"Educational Events","Barbecues",,,,,,,,"No",,,,,,,"No",,,,,,"Nothing yet, but we would like to",,"Yes","Garden workshops",,,,,"Many senior members are part of Phipps Housing","Yes","We want a rainwater harvest system!"
TRUE,280,"This Garden not included in Settlement","Riverside Valley Community Garden","Riverside Park/138th St. & 12th Ave.","138th St & 12th Ave","Manhattan",40.850258,-73.938224,10031,"Fixed by Eric",1,9,7,"Hamilton Heights",,,"M-SUN: 9-2PM; 4-6PM",,,"Spanish","Come to workday,",100,"no","yes","An oasis, a botanical garden, a meeting place","gardener",,"NYC Dept. of Parks & Recreation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
